"","container.title","published.print","doi","issue","title","volume"
"205","American Economic Journal: Economic Policy","2018-05","10.1257/pol.20160298","2","Cash-on-Hand and College Enrollment: Evidence from Population Tax Data and the Earned Income Tax Credit","10"
"206","American Economic Journal: Economic Policy","2018-05","10.1257/pol.20150165","2","Immigration, Employment Opportunities, and Criminal Behavior","10"
"207","American Economic Journal: Economic Policy","2016-05","10.1257/pol.20140335","2","Controlling Health Care Costs through Limited Network Insurance Plans: Evidence from Massachusetts State Employees","8"
"208","American Economic Journal: Economic Policy","2018-05","10.1257/pol.20150176","2","How Do Changes in Housing Voucher Design Affect Rent and Neighborhood Quality?","10"
"209","American Economic Journal: Economic Policy","2016-11","10.1257/pol.20150268","4","The Effects of Tobacco Control Policies on Tobacco Products, Tar, and Nicotine Purchases among Adults: Evidence from Household Panel Data","8"
"210","American Economic Journal: Economic Policy","2017-02","10.1257/pol.20140171","1","Technological Change and Risk Adjustment: Benefit Design Incentives in Medicare Part D","9"
"211","American Economic Journal: Economic Policy","2016-05","10.1257/pol.20140344","2","Do Cash Transfers Improve Birth Outcomes? Evidence from Matched Vital Statistics, and Program and Social Security Data","8"
"212","American Economic Journal: Economic Policy","2017-05","10.1257/pol.20150161","2","Do Output Contractions Cause Investment in Fiscal Capacity?","9"
"213","American Economic Journal: Economic Policy","2018-02","10.1257/pol.20160319","1","The Evolution of Physician Practice Styles: Evidence from Cardiologist Migration","10"
"214","American Economic Journal: Economic Policy","2016-08","10.1257/pol.20130025","3","Adaptation to Climate Change: Evidence from US Agriculture","8"
"215","American Economic Journal: Economic Policy","2018-02","10.1257/pol.20160094","1","The Effect of Prescription Drug Monitoring Programs on Opioid Utilization in Medicare","10"
"216","American Economic Journal: Economic Policy","2018-11","10.1257/pol.20170082","4","Supply-Side Drug Policy in the Presence of Substitutes: Evidence from the Introduction of Abuse-Deterrent Opioids","10"
"217","American Economic Journal: Macroeconomics","2018-01","10.1257/mac.20150289","1","Climate Policy and Innovation: A Quantitative Macroeconomic Analysis","10"
"218","American Economic Journal: Macroeconomics","2016-04","10.1257/mac.8.2.i","2","Front Matter","8"
"219","American Economic Journal: Macroeconomics","2018-04","10.1257/mac.20150245","2","Cyclical Job Ladders by Firm Size and Firm Wage","10"
"220","American Economic Journal: Macroeconomics","2018-01","10.1257/mac.20150258","1","Job Polarization and Structural Change","10"
"221","American Economic Journal: Macroeconomics","2018-01","10.1257/mac.20140154","1","The Possibility of Ideological Bias in Structural Macroeconomic Models","10"
"222","American Economic Journal: Macroeconomics","2018-01","10.1257/mac.20160202","1","Job Search Behavior over the Business Cycle","10"
"223","American Economic Journal: Macroeconomics","2018-01","10.1257/mac.20140089","1","The Relative Importance of Aggregate and Sectoral Shocks and the Changing Nature of Economic Fluctuations","10"
"224","American Economic Journal: Macroeconomics","2018-01","10.1257/mac.10.1.i","1","Front Matter","10"
"225","American Economic Journal: Macroeconomics","2018-01","10.1257/mac.20170061","1","Measuring Job-Finding Rates and Matching Efficiency with Heterogeneous Job-Seekers","10"
"226","American Economic Journal: Macroeconomics","2018-01","10.1257/mac.20150355","1","Firms and the Decline in Earnings Inequality in Brazil","10"
"227","American Economic Journal: Macroeconomics","2018-10","10.1257/mac.20160426","4","The Gains from Input Trade with Heterogeneous Importers","10"
"228","American Economic Journal: Macroeconomics","2016-07","10.1257/mac.8.3.i","3","Front Matter","8"
"229","American Economic Journal: Macroeconomics","2018-04","10.1257/mac.20160327","2","Proposition 13: An Equilibrium Analysis","10"
"230","American Economic Journal: Macroeconomics","2018-04","10.1257/mac.20140075","2","Entry and Exit, Multiproduct Firms, and Allocative Distortions","10"
"231","American Economic Journal: Macroeconomics","2018-04","10.1257/mac.20160136","2","A Quantitative Theory of Information, Worker Flows, and Wage Dispersion","10"
"232","American Economic Journal: Macroeconomics","2018-04","10.1257/mac.20160211","2","Investment Hangover and the Great Recession","10"
"233","American Economic Journal: Macroeconomics","2018-04","10.1257/mac.20160120","2","Predation, Protection, and Productivity: A Firm-Level Perspective","10"
"234","American Economic Journal: Macroeconomics","2018-04","10.1257/mac.10.2.i","2","Front Matter","10"
"235","American Economic Journal: Macroeconomics","2016-10","10.1257/mac.8.4.i","4","Front Matter","8"
"236","American Economic Journal: Macroeconomics","2017-01","10.1257/mac.9.1.i","1","Front Matter","9"
"237","American Economic Journal: Macroeconomics","2017-04","10.1257/mac.9.2.i","2","Front Matter","9"
"238","American Economic Journal: Macroeconomics","2017-07","10.1257/mac.9.3.i","3","Front Matter","9"
"239","American Economic Journal: Macroeconomics","2018-07","10.1257/mac.20150040","3","Do Job Destruction Shocks Matter in the Theory of Unemployment","10"
"240","American Economic Journal: Macroeconomics","2018-07","10.1257/mac.20160405","3","Constrained Efficiency in a Human Capital Model","10"
"241","American Economic Journal: Macroeconomics","2018-07","10.1257/mac.20160343","3","The Role of Annuitized Wealth in Post-retirement Behavior","10"
"242","American Economic Journal: Macroeconomics","2018-07","10.1257/mac.10.3.i","3","Front Matter","10"
"243","American Economic Journal: Macroeconomics","2018-07","10.1257/mac.20140181","3","The Firm Size Distribution across Countries and Skill-Biased Change in Entrepreneurial Technology","10"
"244","American Economic Journal: Macroeconomics","2018-07","10.1257/mac.20160400","3","The Political Economy of Municipal Pension Funding","10"
"245","American Economic Journal: Macroeconomics","2017-10","10.1257/mac.9.4.i","4","Front Matter","9"
"246","American Economic Journal: Macroeconomics","2016-01","10.1257/mac.8.1.i","1","Front Matter","8"
"247","American Economic Journal: Macroeconomics","2018-04","10.1257/mac.20160236","2","Wages, Human Capital, and Barriers to Structural Transformation","10"
"248","American Economic Journal: Macroeconomics","2018-10","10.1257/mac.20140103","4","Corporate Income Tax, Legal Form of Organization, and Employment","10"
"249","American Economic Journal: Macroeconomics","2018-07","10.1257/mac.20170131","3","Government Spending Multipliers under the Zero Lower Bound: Evidence from Japan","10"
"250","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.20170402","1","Firm Uncertainty Cycles and the Propagation of Nominal Shocks","11"
"251","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.20160085","1","Fiscal Austerity in Ambiguous Times","11"
"252","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.20170114","1","Demographic Structure and Macroeconomic Trends","11"
"253","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.20160078","1","Employment Adjustment and Part-Time Work: Lessons from the United States and the United Kingdom","11"
"254","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.20170367","1","A Model of Secular Stagnation: Theory and Quantitative Evaluation","11"
"255","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.20170390","1","Learning, Career Paths, and the Distribution of Wages","11"
"256","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.11.1.i","1","Front Matter","11"
"257","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.20170294","1","Monetary Policy, Real Activity, and Credit Spreads: Evidence from Bayesian Proxy SVARs","11"
"258","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.20150317","1","When Is Foreign Exchange Intervention Effective? Evidence from 33 Countries","11"
"259","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.20170080","1","Inventory Management, Product Quality, and Cross‑Country Income Differences","11"
"260","American Economic Journal: Macroeconomics","2019-01","10.1257/mac.20170189","1","The Urban Mortality Transition and Poor-Country Urbanization","11"
"261","American Economic Journal: Macroeconomics","2018-01","10.1257/mac.20150346","1","Sustainable Shadow Banking","10"
"262","American Economic Journal: Macroeconomics","2018-10","10.1257/mac.10.4.i","4","Front Matter","10"
"263","American Economic Journal: Macroeconomics","2018-10","10.1257/mac.20150035","4","Low Real Interest Rates, Collateral Misrepresentation, and Monetary Policy","10"
"264","American Economic Journal: Macroeconomics","2018-10","10.1257/mac.20150379","4","International Transmission with Heterogeneous Sectors","10"
"265","American Economic Journal: Macroeconomics","2018-10","10.1257/mac.20160250","4","The Price of Growth: Consumption Insurance in China 1989–2009","10"
"266","American Economic Journal: Macroeconomics","2018-10","10.1257/mac.20160118","4","A Model of Endogenous Loan Quality and the Collapse of the Shadow Banking System","10"
"267","American Economic Journal: Macroeconomics","2018-10","10.1257/mac.20150171","4","Oil and Macroeconomic (In)Stability","10"
"268","American Economic Journal: Macroeconomics","2018-10","10.1257/mac.20160244","4","The Effect of Consumer Sentiment on Consumption: Cross-Sectional Evidence from Elections","10"
"269","American Economic Journal: Macroeconomics","2018-07","10.1257/mac.20160312","3","Mismatch Unemployment and the Geography of Job Search","10"
"270","American Economic Journal: Macroeconomics","2018-07","10.1257/mac.20150175","3","If Technology Has Arrived Everywhere, Why Has Income Diverged?","10"
"271","American Economic Journal: Microeconomics","2018-02","10.1257/mic.20150256","1","Industry Dynamics of Offshoring: The Case of Hard Disk Drives","10"
"272","American Economic Journal: Microeconomics","2017-08","10.1257/mic.9.3.i","3","Front Matter","9"
"273","American Economic Journal: Microeconomics","2017-11","10.1257/mic.9.4.i","4","Front Matter","9"
"274","American Economic Journal: Microeconomics","2017-05","10.1257/mic.9.2.i","2","Front Matter","9"
"275","American Economic Journal: Microeconomics","2018-08","10.1257/mic.20160253","3","Multiple Activities in Networks","10"
"276","American Economic Journal: Microeconomics","2018-11","10.1257/mic.20170119","4","Satisfaction Guaranteed: When Moral Hazard Meets Moral Preferences","10"
"277","American Economic Journal: Microeconomics","2018-11","10.1257/mic.20160247","4","Disclosure to a Psychological Audience","10"
"278","American Economic Journal: Microeconomics","2016-08","10.1257/mic.8.3.i","3","Front Matter","8"
"279","American Economic Journal: Microeconomics","2018-02","10.1257/mic.20160046","1","How Transparency Kills Information Aggregation: Theory and Experiment","10"
"280","American Economic Journal: Microeconomics","2018-05","10.1257/mic.10.2.i","2","Front Matter","10"
"281","American Economic Journal: Microeconomics","2018-05","10.1257/mic.20140254","2","Approximating the Cost-of-Living Index for a Storable Good","10"
"282","American Economic Journal: Microeconomics","2018-05","10.1257/mic.20150168","2","Revealed Preferences for Diamond Goods","10"
"283","American Economic Journal: Microeconomics","2018-05","10.1257/mic.20160252","2","Revisiting the Relationship between Competition and Price Discrimination","10"
"284","American Economic Journal: Microeconomics","2018-05","10.1257/mic.20160277","2","Career Concerns and the Nature of Skills","10"
"285","American Economic Journal: Microeconomics","2018-05","10.1257/mic.20160290","2","A Theory of Indicative Bidding","10"
"286","American Economic Journal: Microeconomics","2018-05","10.1257/mic.20160345","2","A Mechanism for Eliciting Second-Order Beliefs and the Inclination to Choose","10"
"287","American Economic Journal: Microeconomics","2018-05","10.1257/mic.20160282","2","Dynamic Certification and Reputation for Quality","10"
"288","American Economic Journal: Microeconomics","2016-02","10.1257/mic.8.1.i","1","Front Matter","8"
"289","American Economic Journal: Microeconomics","2018-02","10.1257/mic.20150343","1","Revealed Preference with Limited Consideration","10"
"290","American Economic Journal: Microeconomics","2018-02","10.1257/mic.20160125","1","Risk and Return in Village Economies","10"
"291","American Economic Journal: Microeconomics","2018-02","10.1257/mic.20160178","1","Honest Equilibria in Reputation Games: The Role of Time Preferences","10"
"292","American Economic Journal: Microeconomics","2018-02","10.1257/mic.20160058","1","Partial Vertical Integration, Ownership Structure, and Foreclosure","10"
"293","American Economic Journal: Microeconomics","2018-02","10.1257/mic.10.1.i","1","Front Matter","10"
"294","American Economic Journal: Microeconomics","2018-02","10.1257/mic.20130078","1","Coarse Grades: Informing the Public by Withholding Information","10"
"295","American Economic Journal: Microeconomics","2018-02","10.1257/mic.20150178","1","Incomplete Disclosure: Evidence of Signaling and Countersignaling","10"
"296","American Economic Journal: Microeconomics","2018-02","10.1257/mic.20150272","1","Product versus Process: Innovation Strategies of Multiproduct Firms","10"
"297","American Economic Journal: Microeconomics","2018-02","10.1257/mic.20160187","1","Reverse Bayesianism: A Comment","10"
"298","American Economic Journal: Microeconomics","2016-11","10.1257/mic.8.4.i","4","Front Matter","8"
"299","American Economic Journal: Microeconomics","2017-02","10.1257/mic.9.1.i","1","Front Matter","9"
"300","American Economic Journal: Microeconomics","2018-08","10.1257/mic.20160278","3","Should First-Price Auctions Be Transparent?","10"
"301","American Economic Journal: Microeconomics","2018-05","10.1257/mic.20160129","2","Markets with Multidimensional Private Information","10"
"302","American Economic Journal: Microeconomics","2018-08","10.1257/mic.20160190","3","Preferences and Social Influence","10"
"303","American Economic Journal: Microeconomics","2016-05","10.1257/mic.8.2.i","2","Front Matter","8"
"304","American Economic Journal: Microeconomics","2018-11","10.1257/mic.20150242","4","Political Kludges","10"
"305","American Economic Journal: Microeconomics","2018-11","10.1257/mic.20150235","4","Choice, Consideration Sets, and Attribute Filters","10"
"306","American Economic Journal: Microeconomics","2018-11","10.1257/mic.20160141","4","Majority Choice of an Income-Targeted Educational Voucher","10"
"307","American Economic Journal: Microeconomics","2018-11","10.1257/mic.10.4.i","4","Front Matter","10"
"308","American Economic Journal: Microeconomics","2018-11","10.1257/mic.20150240","4","Sophisticated Bidders in Beauty-Contest Auctions","10"
"309","American Economic Journal: Microeconomics","2018-11","10.1257/mic.20160237","4","A Theory of Organizational Dynamics: Internal Politics and Efficiency","10"
"310","American Economic Journal: Microeconomics","2018-11","10.1257/mic.20160309","4","Trading across Borders in Online Auctions","10"
"311","American Economic Journal: Microeconomics","2018-11","10.1257/mic.20160326","4","Cartels Uncovered","10"
"312","American Economic Journal: Microeconomics","2018-11","10.1257/mic.20160222","4","A Foundation for Efficiency Wage Contracts","10"
"313","American Economic Journal: Microeconomics","2018-08","10.1257/mic.20150259","3","A Pseudo-Market Approach to Allocation with Priorities","10"
"314","American Economic Journal: Microeconomics","2018-05","10.1257/mic.20160382","2","International Trade with Indirect Additivity","10"
"315","American Economic Journal: Microeconomics","2018-08","10.1257/mic.20160230","3","Contracts with Framing","10"
"316","American Economic Journal: Microeconomics","2018-08","10.1257/mic.20150147","3","Two-Sided Investment and Matching with Multidimensional Cost Types and Attributes","10"
"317","American Economic Journal: Microeconomics","2018-08","10.1257/mic.20150283","3","Matching with Moral Hazard: Assigning Attorneys to Poor Defendants","10"
"318","American Economic Journal: Microeconomics","2018-08","10.1257/mic.20150309","3","When to Confront: The Role of Patience","10"
"319","American Economic Journal: Microeconomics","2018-08","10.1257/mic.10.3.i","3","Front Matter","10"
"320","American Economic Journal: Microeconomics","2018-08","10.1257/mic.20160337","3","Why Voting? A Welfare Analysis","10"
"321","American Economic Journal: Microeconomics","2018-08","10.1257/mic.20150307","3","Electoral Accountability and Interdistrict Competition","10"
"322","American Economic Journal: Microeconomics","2018-05","10.1257/mic.20160336","2","Dynamic Noisy Signaling","10"
"323","American Economic Journal: Microeconomics","2019-02","10.1257/mic.20160304","1","The Impact of Monitoring in Infinitely Repeated Games: Perfect, Public, and Private","11"
"324","American Economic Journal: Microeconomics","2019-02","10.1257/mic.20160202","1","Impressionable Voters","11"
"325","American Economic Journal: Microeconomics","2019-02","10.1257/mic.20170130","1","Zone Pricing in Retail Oligopoly","11"
"326","American Economic Journal: Microeconomics","2019-02","10.1257/mic.11.1.i","1","Front Matter","11"
"327","American Economic Journal: Microeconomics","2019-02","10.1257/mic.20170039","1","Competition in Treasury Auctions","11"
"328","American Economic Journal: Microeconomics","2019-02","10.1257/mic.20170271","1","Randomizing Endowments: An Experimental Study of Rational Expectations and Reference-Dependent Preferences","11"
"329","American Economic Journal: Microeconomics","2019-02","10.1257/mic.20160359","1","The Risk of Failure: Trial and Error Learning and Long-Run Performance","11"
"330","American Economic Journal: Microeconomics","2019-02","10.1257/mic.20160347","1","Make and Buy: Outsourcing, Vertical Integration, and Cost Reduction","11"
"331","American Economic Journal: Microeconomics","2019-02","10.1257/mic.20170217","1","Collective Choice in Dynamic Public Good Provision","11"
"332","American Economic Journal: Microeconomics","2019-02","10.1257/mic.20160350","1","Market Share Contracts, Exclusive Dealing, and the Integer Problem","11"
"333","American Economic Journal: Microeconomics","2019-02","10.1257/mic.20160220","1","The Evolution of Cooperation: The Role of Costly Strategy Adjustments","11"
